Year,Zone,Sex,Age Group,Population,Prevalence,Crude Prevalence Rate
01/01/2011 12:00:00 AM,Unknown,M,20 to 29,"9,103","1,380",15.16
01/01/2011 12:00:00 AM,Unknown,M,30 to 39,"5,810",320,5.51
01/01/2011 12:00:00 AM,Unknown,M,40 to 49,"5,450",224,4.11
01/01/2011 12:00:00 AM,Unknown,M,50 to 59,"4,500",198,4.4
01/01/2011 12:00:00 AM,Unknown,M,60 to 69,"3,271",146,4.46
01/01/2011 12:00:00 AM,Unknown,M,70 to 79,"1,603",89,5.55
01/01/2011 12:00:00 AM,Unknown,M,80 +,809,36,4.45
01/01/2011 12:00:00 AM,Western,F,0 to 9,"8,424",688,8.17
01/01/2011 12:00:00 AM,Western,F,10 to 19,"9,999","1,874",18.74
01/01/2011 12:00:00 AM,Western,F,20 to 29,"10,002","1,631",16.31
01/01/2011 12:00:00 AM,Western,F,30 to 39,"11,115","1,383",12.44
01/01/2011 12:00:00 AM,Western,F,40 to 49,"15,083","1,630",10.81
01/01/2011 12:00:00 AM,Western,F,50 to 59,"17,689","1,889",10.68
01/01/2011 12:00:00 AM,Western,F,60 to 69,"14,757","1,607",10.89
01/01/2011 12:00:00 AM,Western,F,70 to 79,"8,724",786,9.01
01/01/2011 12:00:00 AM,Western,F,80 +,"7,095",542,7.64
01/01/2011 12:00:00 AM,Western,M,0 to 9,"8,776",983,11.2
01/01/2011 12:00:00 AM,Western,M,10 to 19,"10,646","2,541",23.87
01/01/2011 12:00:00 AM,Western,M,20 to 29,"10,182","1,642",16.13
01/01/2011 12:00:00 AM,Western,M,30 to 39,"10,694",726,6.79
01/01/2011 12:00:00 AM,Western,M,40 to 49,"14,479",892,6.16
01/01/2011 12:00:00 AM,Western,M,50 to 59,"17,142",992,5.79
01/01/2011 12:00:00 AM,Western,M,60 to 69,"14,407",851,5.91
01/01/2011 12:00:00 AM,Western,M,70 to 79,"8,188",503,6.14
01/01/2011 12:00:00 AM,Western,M,80 +,"4,381",269,6.14
01/01/2012 12:00:00 AM,Central,F,0 to 9,"19,621","1,344",6.85
01/01/2012 12:00:00 AM,Central,F,10 to 19,"22,289","4,216",18.92
01/01/2012 12:00:00 AM,Central,F,20 to 29,"28,021","4,809",17.16
01/01/2012 12:00:00 AM,Central,F,30 to 39,"29,927","3,913",13.08
01/01/2012 12:00:00 AM,Central,F,40 to 49,"32,956","4,087",12.4
01/01/2012 12:00:00 AM,Central,F,50 to 59,"32,918","4,232",12.86
01/01/2012 12:00:00 AM,Central,F,60 to 69,"23,635","3,117",13.19
01/01/2012 12:00:00 AM,Central,F,70 to 79,"13,019","1,555",11.94
01/01/2012 12:00:00 AM,Central,F,80 +,"10,434",930,8.91
01/01/2012 12:00:00 AM,Central,M,0 to 9,"20,819","1,963",9.43
01/01/2012 12:00:00 AM,Central,M,10 to 19,"23,118","5,772",24.97
01/01/2012 12:00:00 AM,Central,M,20 to 29,"28,345","5,140",18.13
01/01/2012 12:00:00 AM,Central,M,30 to 39,"27,709","2,333",8.42
01/01/2012 12:00:00 AM,Central,M,40 to 49,"30,990","2,101",6.78
01/01/2012 12:00:00 AM,Central,M,50 to 59,"31,632","2,143",6.77
01/01/2012 12:00:00 AM,Central,M,60 to 69,"22,052","1,484",6.73
01/01/2012 12:00:00 AM,Central,M,70 to 79,"11,313",777,6.87
01/01/2012 12:00:00 AM,Central,M,80 +,"5,949",382,6.42
01/01/2012 12:00:00 AM,Eastern,F,0 to 9,"6,985",427,6.11
01/01/2012 12:00:00 AM,Eastern,F,10 to 19,"8,186","1,549",18.92
01/01/2012 12:00:00 AM,Eastern,F,20 to 29,"8,197","1,305",15.92
01/01/2012 12:00:00 AM,Eastern,F,30 to 39,"8,860",959,10.82
01/01/2012 12:00:00 AM,Eastern,F,40 to 49,"11,056","1,021",9.23
01/01/2012 12:00:00 AM,Eastern,F,50 to 59,"14,236","1,238",8.7
01/01/2012 12:00:00 AM,Eastern,F,60 to 69,"12,026","1,178",9.8
01/01/2012 12:00:00 AM,Eastern,F,70 to 79,"7,291",636,8.72
01/01/2012 12:00:00 AM,Eastern,F,80 +,"5,676",393,6.92
01/01/2012 12:00:00 AM,Eastern,M,0 to 9,"7,345",689,9.38
01/01/2012 12:00:00 AM,Eastern,M,10 to 19,"8,541","2,160",25.29
01/01/2012 12:00:00 AM,Eastern,M,20 to 29,"8,792","1,516",17.24
01/01/2012 12:00:00 AM,Eastern,M,30 to 39,"8,827",639,7.24
01/01/2012 12:00:00 AM,Eastern,M,40 to 49,"10,903",566,5.19
01/01/2012 12:00:00 AM,Eastern,M,50 to 59,"13,712",716,5.22
01/01/2012 12:00:00 AM,Eastern,M,60 to 69,"11,972",624,5.21
01/01/2012 12:00:00 AM,Eastern,M,70 to 79,"6,587",368,5.59
01/01/2012 12:00:00 AM,Eastern,M,80 +,"3,249",184,5.66
01/01/2012 12:00:00 AM,Northern,F,0 to 9,"7,288",473,6.49
01/01/2012 12:00:00 AM,Northern,F,10 to 19,"7,919","1,390",17.55
01/01/2012 12:00:00 AM,Northern,F,20 to 29,"7,933","1,276",16.08
01/01/2012 12:00:00 AM,Northern,F,30 to 39,"9,109","1,161",12.75
01/01/2012 12:00:00 AM,Northern,F,40 to 49,"11,155","1,219",10.93
01/01/2012 12:00:00 AM,Northern,F,50 to 59,"12,930","1,338",10.35
01/01/2012 12:00:00 AM,Northern,F,60 to 69,"10,456","1,100",10.52
01/01/2012 12:00:00 AM,Northern,F,70 to 79,"6,187",607,9.81
01/01/2012 12:00:00 AM,Northern,F,80 +,"5,069",368,7.26
01/01/2012 12:00:00 AM,Northern,M,0 to 9,"7,586",657,8.66
01/01/2012 12:00:00 AM,Northern,M,10 to 19,"8,582","2,057",23.97
01/01/2012 12:00:00 AM,Northern,M,20 to 29,"8,286","1,401",16.91
01/01/2012 12:00:00 AM,Northern,M,30 to 39,"8,696",640,7.36
01/01/2012 12:00:00 AM,Northern,M,40 to 49,"11,088",591,5.33
01/01/2012 12:00:00 AM,Northern,M,50 to 59,"12,507",695,5.56
01/01/2012 12:00:00 AM,Northern,M,60 to 69,"10,502",538,5.12
01/01/2012 12:00:00 AM,Northern,M,70 to 79,"5,699",280,4.91
01/01/2012 12:00:00 AM,Northern,M,80 +,"2,956",187,6.33
01/01/2012 12:00:00 AM,Unknown,F,0 to 9,"3,732",175,4.69
01/01/2012 12:00:00 AM,Unknown,F,10 to 19,"4,605",683,14.83
01/01/2012 12:00:00 AM,Unknown,F,20 to 29,"9,350","1,252",13.39
01/01/2012 12:00:00 AM,Unknown,F,30 to 39,"5,973",517,8.66
01/01/2012 12:00:00 AM,Unknown,F,40 to 49,"5,338",442,8.28
01/01/2012 12:00:00 AM,Unknown,F,50 to 59,"4,888",416,8.51
01/01/2012 12:00:00 AM,Unknown,F,60 to 69,"3,585",319,8.9
01/01/2012 12:00:00 AM,Unknown,F,70 to 79,"1,786",158,8.85
01/01/2012 12:00:00 AM,Unknown,F,80 +,"1,487",100,6.72
01/01/2012 12:00:00 AM,Unknown,M,0 to 9,"3,833",298,7.77
01/01/2012 12:00:00 AM,Unknown,M,10 to 19,"4,264",820,19.23
01/01/2012 12:00:00 AM,Unknown,M,20 to 29,"8,536","1,331",15.59
01/01/2012 12:00:00 AM,Unknown,M,30 to 39,"5,496",314,5.71
01/01/2012 12:00:00 AM,Unknown,M,40 to 49,"5,172",214,4.14
01/01/2012 12:00:00 AM,Unknown,M,50 to 59,"4,459",201,4.51
01/01/2012 12:00:00 AM,Unknown,M,60 to 69,"3,214",143,4.45
01/01/2012 12:00:00 AM,Unknown,M,70 to 79,"1,645",90,5.47
01/01/2012 12:00:00 AM,Unknown,M,80 +,832,39,4.69
01/01/2012 12:00:00 AM,Western,F,0 to 9,"8,385",609,7.26
01/01/2012 12:00:00 AM,Western,F,10 to 19,"9,939","1,835",18.46
01/01/2012 12:00:00 AM,Western,F,20 to 29,"10,064","1,701",16.9
01/01/2012 12:00:00 AM,Western,F,30 to 39,"11,008","1,414",12.85
01/01/2012 12:00:00 AM,Western,F,40 to 49,"14,678","1,642",11.19
01/01/2012 12:00:00 AM,Western,F,50 to 59,"17,969","1,903",10.59
01/01/2012 12:00:00 AM,Western,F,60 to 69,"15,173","1,692",11.15
01/01/2012 12:00:00 AM,Western,F,70 to 79,"9,091",858,9.44
01/01/2012 12:00:00 AM,Western,F,80 +,"7,199",563,7.82
01/01/2012 12:00:00 AM,Western,M,0 to 9,"8,790",859,9.77
01/01/2012 12:00:00 AM,Western,M,10 to 19,"10,551","2,524",23.92
01/01/2012 12:00:00 AM,Western,M,20 to 29,"10,306","1,830",17.76
01/01/2012 12:00:00 AM,Western,M,30 to 39,"10,545",753,7.14
01/01/2012 12:00:00 AM,Western,M,40 to 49,"14,128",900,6.37
01/01/2012 12:00:00 AM,Western,M,50 to 59,"17,385","1,022",5.88
01/01/2012 12:00:00 AM,Western,M,60 to 69,"14,831",887,5.98
01/01/2012 12:00:00 AM,Western,M,70 to 79,"8,487",531,6.26
01/01/2012 12:00:00 AM,Western,M,80 +,"4,519",285,6.31
01/01/2013 12:00:00 AM,Central,F,0 to 9,"19,726","1,208",6.12
01/01/2013 12:00:00 AM,Central,F,10 to 19,"22,044","4,055",18.4
01/01/2013 12:00:00 AM,Central,F,20 to 29,"28,636","5,026",17.55
01/01/2013 12:00:00 AM,Central,F,30 to 39,"30,165","4,002",13.27
01/01/2013 12:00:00 AM,Central,F,40 to 49,"32,795","4,069",12.41
01/01/2013 12:00:00 AM,Central,F,50 to 59,"33,806","4,425",13.09
01/01/2013 12:00:00 AM,Central,F,60 to 69,"24,676","3,292",13.34
01/01/2013 12:00:00 AM,Central,F,70 to 79,"13,562","1,638",12.08
01/01/2013 12:00:00 AM,Central,F,80 +,"10,616",981,9.24
01/01/2013 12:00:00 AM,Central,M,0 to 9,"20,935","1,777",8.49
01/01/2013 12:00:00 AM,Central,M,10 to 19,"22,843","5,556",24.32
01/01/2013 12:00:00 AM,Central,M,20 to 29,"28,760","5,529",19.22
01/01/2013 12:00:00 AM,Central,M,30 to 39,"28,326","2,517",8.89
01/01/2013 12:00:00 AM,Central,M,40 to 49,"30,706","2,130",6.94
01/01/2013 12:00:00 AM,Central,M,50 to 59,"32,796","2,256",6.88
01/01/2013 12:00:00 AM,Central,M,60 to 69,"22,990","1,537",6.69
01/01/2013 12:00:00 AM,Central,M,70 to 79,"11,890",855,7.19
01/01/2013 12:00:00 AM,Central,M,80 +,"6,131",398,6.49
01/01/2013 12:00:00 AM,Eastern,F,0 to 9,"6,967",406,5.83
01/01/2013 12:00:00 AM,Eastern,F,10 to 19,"8,058","1,484",18.42
01/01/2013 12:00:00 AM,Eastern,F,20 to 29,"8,253","1,405",17.02
01/01/2013 12:00:00 AM,Eastern,F,30 to 39,"8,800",965,10.97
01/01/2013 12:00:00 AM,Eastern,F,40 to 49,"10,788","1,032",9.57
01/01/2013 12:00:00 AM,Eastern,F,50 to 59,"14,150","1,250",8.83
01/01/2013 12:00:00 AM,Eastern,F,60 to 69,"12,368","1,219",9.86
01/01/2013 12:00:00 AM,Eastern,F,70 to 79,"7,568",713,9.42
01/01/2013 12:00:00 AM,Eastern,F,80 +,"5,740",393,6.85
01/01/2013 12:00:00 AM,Eastern,M,0 to 9,"7,219",632,8.75
01/01/2013 12:00:00 AM,Eastern,M,10 to 19,"8,517","2,105",24.72
01/01/2013 12:00:00 AM,Eastern,M,20 to 29,"8,802","1,651",18.76
01/01/2013 12:00:00 AM,Eastern,M,30 to 39,"8,882",677,7.62
01/01/2013 12:00:00 AM,Eastern,M,40 to 49,"10,641",580,5.45
01/01/2013 12:00:00 AM,Eastern,M,50 to 59,"13,605",730,5.37
01/01/2013 12:00:00 AM,Eastern,M,60 to 69,"12,324",641,5.2
01/01/2013 12:00:00 AM,Eastern,M,70 to 79,"6,872",414,6.02
01/01/2013 12:00:00 AM,Eastern,M,80 +,"3,320",194,5.84
01/01/2013 12:00:00 AM,Northern,F,0 to 9,"7,185",415,5.78
01/01/2013 12:00:00 AM,Northern,F,10 to 19,"7,923","1,359",17.15
01/01/2013 12:00:00 AM,Northern,F,20 to 29,"7,929","1,330",16.77
01/01/2013 12:00:00 AM,Northern,F,30 to 39,"9,002","1,171",13.01
01/01/2013 12:00:00 AM,Northern,F,40 to 49,"11,029","1,229",11.14
01/01/2013 12:00:00 AM,Northern,F,50 to 59,"12,960","1,349",10.41
01/01/2013 12:00:00 AM,Northern,F,60 to 69,"10,888","1,173",10.77
01/01/2013 12:00:00 AM,Northern,F,70 to 79,"6,370",618,9.7
01/01/2013 12:00:00 AM,Northern,F,80 +,"5,101",375,7.35
01/01/2013 12:00:00 AM,Northern,M,0 to 9,"7,570",608,8.03
01/01/2013 12:00:00 AM,Northern,M,10 to 19,"8,481","1,991",23.48
01/01/2013 12:00:00 AM,Northern,M,20 to 29,"8,306","1,516",18.25
01/01/2013 12:00:00 AM,Northern,M,30 to 39,"8,762",677,7.73
01/01/2013 12:00:00 AM,Northern,M,40 to 49,"10,897",605,5.55
01/01/2013 12:00:00 AM,Northern,M,50 to 59,"12,618",720,5.71
01/01/2013 12:00:00 AM,Northern,M,60 to 69,"10,820",553,5.11
01/01/2013 12:00:00 AM,Northern,M,70 to 79,"5,978",295,4.93
01/01/2013 12:00:00 AM,Northern,M,80 +,"3,041",187,6.15
01/01/2013 12:00:00 AM,Unknown,F,0 to 9,"3,458",138,3.99
01/01/2013 12:00:00 AM,Unknown,F,10 to 19,"3,844",544,14.15
01/01/2013 12:00:00 AM,Unknown,F,20 to 29,"8,627","1,170",13.56
01/01/2013 12:00:00 AM,Unknown,F,30 to 39,"5,559",497,8.94
01/01/2013 12:00:00 AM,Unknown,F,40 to 49,"4,976",426,8.56
01/01/2013 12:00:00 AM,Unknown,F,50 to 59,"4,724",402,8.51
01/01/2013 12:00:00 AM,Unknown,F,60 to 69,"3,523",317,9
01/01/2013 12:00:00 AM,Unknown,F,70 to 79,"1,841",178,9.67
01/01/2013 12:00:00 AM,Unknown,F,80 +,"1,437",100,6.96
01/01/2013 12:00:00 AM,Unknown,M,0 to 9,"3,510",226,6.44
01/01/2013 12:00:00 AM,Unknown,M,10 to 19,"3,586",673,18.77
01/01/2013 12:00:00 AM,Unknown,M,20 to 29,"7,664","1,221",15.93
01/01/2013 12:00:00 AM,Unknown,M,30 to 39,"5,175",297,5.74
01/01/2013 12:00:00 AM,Unknown,M,40 to 49,"4,800",199,4.15
01/01/2013 12:00:00 AM,Unknown,M,50 to 59,"4,470",199,4.45
01/01/2013 12:00:00 AM,Unknown,M,60 to 69,"3,205",135,4.21
01/01/2013 12:00:00 AM,Unknown,M,70 to 79,"1,633",89,5.45
01/01/2013 12:00:00 AM,Unknown,M,80 +,869,39,4.49
01/01/2013 12:00:00 AM,Western,F,0 to 9,"8,339",546,6.55
01/01/2013 12:00:00 AM,Western,F,10 to 19,"9,820","1,830",18.64
01/01/2013 12:00:00 AM,Western,F,20 to 29,"10,147","1,747",17.22
01/01/2013 12:00:00 AM,Western,F,30 to 39,"10,972","1,449",13.21
01/01/2013 12:00:00 AM,Western,F,40 to 49,"14,139","1,601",11.32
01/01/2013 12:00:00 AM,Western,F,50 to 59,"18,252","1,942",10.64
01/01/2013 12:00:00 AM,Western,F,60 to 69,"15,626","1,780",11.39
01/01/2013 12:00:00 AM,Western,F,70 to 79,"9,463",898,9.49
01/01/2013 12:00:00 AM,Western,F,80 +,"7,298",580,7.95
01/01/2013 12:00:00 AM,Western,M,0 to 9,"8,703",729,8.38
01/01/2013 12:00:00 AM,Western,M,10 to 19,"10,479","2,490",23.76
01/01/2013 12:00:00 AM,Western,M,20 to 29,"10,411","1,969",18.91
01/01/2013 12:00:00 AM,Western,M,30 to 39,"10,497",817,7.78
01/01/2013 12:00:00 AM,Western,M,40 to 49,"13,742",887,6.45
01/01/2013 12:00:00 AM,Western,M,50 to 59,"17,598","1,060",6.02
01/01/2013 12:00:00 AM,Western,M,60 to 69,"15,287",922,6.03
01/01/2013 12:00:00 AM,Western,M,70 to 79,"8,837",554,6.27
01/01/2013 12:00:00 AM,Western,M,80 +,"4,607",295,6.4
01/01/2014 12:00:00 AM,Central,F,0 to 9,"19,877","1,073",5.4
01/01/2014 12:00:00 AM,Central,F,10 to 19,"21,876","3,861",17.65
01/01/2014 12:00:00 AM,Central,F,20 to 29,"28,982","5,229",18.04
01/01/2014 12:00:00 AM,Central,F,30 to 39,"30,667","4,100",13.37
01/01/2014 12:00:00 AM,Central,F,40 to 49,"32,411","4,114",12.69
01/01/2014 12:00:00 AM,Central,F,50 to 59,"34,632","4,539",13.11
01/01/2014 12:00:00 AM,Central,F,60 to 69,"25,737","3,410",13.25
01/01/2014 12:00:00 AM,Central,F,70 to 79,"14,198","1,801",12.68
01/01/2014 12:00:00 AM,Central,F,80 +,"10,749","1,012",9.41
01/01/2014 12:00:00 AM,Central,M,0 to 9,"21,173","1,613",7.62
01/01/2014 12:00:00 AM,Central,M,10 to 19,"22,637","5,342",23.6
01/01/2014 12:00:00 AM,Central,M,20 to 29,"29,130","5,829",20.01
01/01/2014 12:00:00 AM,Central,M,30 to 39,"28,921","2,735",9.46
01/01/2014 12:00:00 AM,Central,M,40 to 49,"30,421","2,153",7.08
01/01/2014 12:00:00 AM,Central,M,50 to 59,"33,576","2,330",6.94
01/01/2014 12:00:00 AM,Central,M,60 to 69,"23,952","1,619",6.76
01/01/2014 12:00:00 AM,Central,M,70 to 79,"12,535",923,7.36
01/01/2014 12:00:00 AM,Central,M,80 +,"6,346",424,6.68
01/01/2014 12:00:00 AM,Eastern,F,0 to 9,"6,852",360,5.25
01/01/2014 12:00:00 AM,Eastern,F,10 to 19,"8,009","1,418",17.71
01/01/2014 12:00:00 AM,Eastern,F,20 to 29,"8,336","1,486",17.83
01/01/2014 12:00:00 AM,Eastern,F,30 to 39,"8,717",998,11.45
01/01/2014 12:00:00 AM,Eastern,F,40 to 49,"10,455","1,038",9.93
01/01/2014 12:00:00 AM,Eastern,F,50 to 59,"14,117","1,265",8.96
01/01/2014 12:00:00 AM,Eastern,F,60 to 69,"12,799","1,263",9.87
01/01/2014 12:00:00 AM,Eastern,F,70 to 79,"7,823",762,9.74
01/01/2014 12:00:00 AM,Eastern,F,80 +,"5,783",399,6.9
01/01/2014 12:00:00 AM,Eastern,M,0 to 9,"7,192",599,8.33
01/01/2014 12:00:00 AM,Eastern,M,10 to 19,"8,412","1,987",23.62
01/01/2014 12:00:00 AM,Eastern,M,20 to 29,"8,894","1,803",20.27
01/01/2014 12:00:00 AM,Eastern,M,30 to 39,"8,784",737,8.39
01/01/2014 12:00:00 AM,Eastern,M,40 to 49,"10,443",610,5.84
01/01/2014 12:00:00 AM,Eastern,M,50 to 59,"13,451",731,5.43
01/01/2014 12:00:00 AM,Eastern,M,60 to 69,"12,767",664,5.2
01/01/2014 12:00:00 AM,Eastern,M,70 to 79,"7,053",432,6.13
01/01/2014 12:00:00 AM,Eastern,M,80 +,"3,405",207,6.08
01/01/2014 12:00:00 AM,Northern,F,0 to 9,"7,130",385,5.4
01/01/2014 12:00:00 AM,Northern,F,10 to 19,"7,887","1,292",16.38
01/01/2014 12:00:00 AM,Northern,F,20 to 29,"8,014","1,413",17.63
01/01/2014 12:00:00 AM,Northern,F,30 to 39,"8,876","1,152",12.98
01/01/2014 12:00:00 AM,Northern,F,40 to 49,"10,845","1,251",11.54
01/01/2014 12:00:00 AM,Northern,F,50 to 59,"12,930","1,373",10.62
01/01/2014 12:00:00 AM,Northern,F,60 to 69,"11,382","1,228",10.79
01/01/2014 12:00:00 AM,Northern,F,70 to 79,"6,533",649,9.93
01/01/2014 12:00:00 AM,Northern,F,80 +,"5,127",390,7.61
01/01/2014 12:00:00 AM,Northern,M,0 to 9,"7,531",553,7.34
01/01/2014 12:00:00 AM,Northern,M,10 to 19,"8,384","1,897",22.63
01/01/2014 12:00:00 AM,Northern,M,20 to 29,"8,338","1,635",19.61
01/01/2014 12:00:00 AM,Northern,M,30 to 39,"8,729",712,8.16
01/01/2014 12:00:00 AM,Northern,M,40 to 49,"10,562",620,5.87
01/01/2014 12:00:00 AM,Northern,M,50 to 59,"12,713",736,5.79
01/01/2014 12:00:00 AM,Northern,M,60 to 69,"11,190",579,5.17
01/01/2014 12:00:00 AM,Northern,M,70 to 79,"6,230",315,5.06
01/01/2014 12:00:00 AM,Northern,M,80 +,"3,106",177,5.7
01/01/2014 12:00:00 AM,Unknown,F,0 to 9,"3,197",130,4.07
01/01/2014 12:00:00 AM,Unknown,F,10 to 19,"3,160",423,13.39
01/01/2014 12:00:00 AM,Unknown,F,20 to 29,"7,654","1,055",13.78
01/01/2014 12:00:00 AM,Unknown,F,30 to 39,"5,090",445,8.74
01/01/2014 12:00:00 AM,Unknown,F,40 to 49,"4,552",388,8.52
01/01/2014 12:00:00 AM,Unknown,F,50 to 59,"4,550",403,8.86
01/01/2014 12:00:00 AM,Unknown,F,60 to 69,"3,477",323,9.29
01/01/2014 12:00:00 AM,Unknown,F,70 to 79,"1,841",179,9.72
01/01/2014 12:00:00 AM,Unknown,F,80 +,"1,387",98,7.07
01/01/2014 12:00:00 AM,Unknown,M,0 to 9,"3,238",192,5.93
01/01/2014 12:00:00 AM,Unknown,M,10 to 19,"3,009",530,17.61
01/01/2014 12:00:00 AM,Unknown,M,20 to 29,"6,728","1,090",16.2
01/01/2014 12:00:00 AM,Unknown,M,30 to 39,"4,724",299,6.33
01/01/2014 12:00:00 AM,Unknown,M,40 to 49,"4,368",185,4.24
01/01/2014 12:00:00 AM,Unknown,M,50 to 59,"4,296",195,4.54
01/01/2014 12:00:00 AM,Unknown,M,60 to 69,"3,140",128,4.08
01/01/2014 12:00:00 AM,Unknown,M,70 to 79,"1,648",89,5.4
01/01/2014 12:00:00 AM,Unknown,M,80 +,887,45,5.07
01/01/2014 12:00:00 AM,Western,F,0 to 9,"8,365",476,5.69
01/01/2014 12:00:00 AM,Western,F,10 to 19,"9,717","1,772",18.24
01/01/2014 12:00:00 AM,Western,F,20 to 29,"10,195","1,831",17.96
01/01/2014 12:00:00 AM,Western,F,30 to 39,"10,944","1,454",13.29
01/01/2014 12:00:00 AM,Western,F,40 to 49,"13,683","1,582",11.56
01/01/2014 12:00:00 AM,Western,F,50 to 59,"18,348","2,022",11.02
01/01/2014 12:00:00 AM,Western,F,60 to 69,"16,229","1,848",11.39
01/01/2014 12:00:00 AM,Western,F,70 to 79,"9,770",981,10.04
01/01/2014 12:00:00 AM,Western,F,80 +,"7,436",600,8.07
01/01/2014 12:00:00 AM,Western,M,0 to 9,"8,754",651,7.44
01/01/2014 12:00:00 AM,Western,M,10 to 19,"10,317","2,409",23.35
01/01/2014 12:00:00 AM,Western,M,20 to 29,"10,476","2,126",20.29
01/01/2014 12:00:00 AM,Western,M,30 to 39,"10,479",883,8.43
01/01/2014 12:00:00 AM,Western,M,40 to 49,"13,282",884,6.66
01/01/2014 12:00:00 AM,Western,M,50 to 59,"17,698","1,058",5.98
01/01/2014 12:00:00 AM,Western,M,60 to 69,"15,747",972,6.17
01/01/2014 12:00:00 AM,Western,M,70 to 79,"9,167",581,6.34
01/01/2014 12:00:00 AM,Western,M,80 +,"4,784",304,6.35
01/01/2015 12:00:00 AM,Central,F,0 to 9,"20,303",979,4.82
01/01/2015 12:00:00 AM,Central,F,10 to 19,"21,684","3,643",16.8
01/01/2015 12:00:00 AM,Central,F,20 to 29,"29,557","5,381",18.21
01/01/2015 12:00:00 AM,Central,F,30 to 39,"31,290","4,196",13.41
01/01/2015 12:00:00 AM,Central,F,40 to 49,"32,516","4,167",12.82
01/01/2015 12:00:00 AM,Central,F,50 to 59,"35,039","4,633",13.22
01/01/2015 12:00:00 AM,Central,F,60 to 69,"26,923","3,650",13.56
01/01/2015 12:00:00 AM,Central,F,70 to 79,"14,924","1,919",12.86
01/01/2015 12:00:00 AM,Central,F,80 +,"10,710","1,013",9.46
01/01/2015 12:00:00 AM,Central,M,0 to 9,"21,553","1,511",7.01
01/01/2015 12:00:00 AM,Central,M,10 to 19,"22,652","5,055",22.32
01/01/2015 12:00:00 AM,Central,M,20 to 29,"29,485","6,079",20.62
01/01/2015 12:00:00 AM,Central,M,30 to 39,"29,802","3,035",10.18
01/01/2015 12:00:00 AM,Central,M,40 to 49,"30,434","2,210",7.26
01/01/2015 12:00:00 AM,Central,M,50 to 59,"34,170","2,429",7.11
01/01/2015 12:00:00 AM,Central,M,60 to 69,"24,985","1,697",6.79
01/01/2015 12:00:00 AM,Central,M,70 to 79,"13,153",959,7.29
01/01/2015 12:00:00 AM,Central,M,80 +,"6,531",447,6.84
01/01/2015 12:00:00 AM,Eastern,F,0 to 9,"6,737",358,5.31
01/01/2015 12:00:00 AM,Eastern,F,10 to 19,"7,952","1,322",16.62
01/01/2015 12:00:00 AM,Eastern,F,20 to 29,"8,462","1,602",18.93
01/01/2015 12:00:00 AM,Eastern,F,30 to 39,"8,719","1,005",11.53
01/01/2015 12:00:00 AM,Eastern,F,40 to 49,"10,251","1,036",10.11
01/01/2015 12:00:00 AM,Eastern,F,50 to 59,"13,960","1,294",9.27
01/01/2015 12:00:00 AM,Eastern,F,60 to 69,"13,210","1,332",10.08
01/01/2015 12:00:00 AM,Eastern,F,70 to 79,"8,042",795,9.89
01/01/2015 12:00:00 AM,Eastern,F,80 +,"5,818",403,6.93
01/01/2015 12:00:00 AM,Eastern,M,0 to 9,"7,160",544,7.6
01/01/2015 12:00:00 AM,Eastern,M,10 to 19,"8,279","1,864",22.51
01/01/2015 12:00:00 AM,Eastern,M,20 to 29,"8,988","1,963",21.84
01/01/2015 12:00:00 AM,Eastern,M,30 to 39,"8,824",804,9.11
01/01/2015 12:00:00 AM,Eastern,M,40 to 49,"10,357",639,6.17
01/01/2015 12:00:00 AM,Eastern,M,50 to 59,"13,251",730,5.51
01/01/2015 12:00:00 AM,Eastern,M,60 to 69,"13,034",704,5.4
01/01/2015 12:00:00 AM,Eastern,M,70 to 79,"7,277",433,5.95
01/01/2015 12:00:00 AM,Eastern,M,80 +,"3,520",218,6.19
01/01/2015 12:00:00 AM,Northern,F,0 to 9,"7,083",349,4.93
01/01/2015 12:00:00 AM,Northern,F,10 to 19,"7,886","1,246",15.8
01/01/2015 12:00:00 AM,Northern,F,20 to 29,"8,147","1,492",18.31
01/01/2015 12:00:00 AM,Northern,F,30 to 39,"8,877","1,188",13.38
01/01/2015 12:00:00 AM,Northern,F,40 to 49,"10,628","1,236",11.63
01/01/2015 12:00:00 AM,Northern,F,50 to 59,"12,929","1,376",10.64
01/01/2015 12:00:00 AM,Northern,F,60 to 69,"11,698","1,275",10.9
01/01/2015 12:00:00 AM,Northern,F,70 to 79,"6,799",704,10.35
01/01/2015 12:00:00 AM,Northern,F,80 +,"5,080",388,7.64
01/01/2015 12:00:00 AM,Northern,M,0 to 9,"7,440",506,6.8
01/01/2015 12:00:00 AM,Northern,M,10 to 19,"8,338","1,772",21.25
01/01/2015 12:00:00 AM,Northern,M,20 to 29,"8,462","1,774",20.96
01/01/2015 12:00:00 AM,Northern,M,30 to 39,"8,736",776,8.88
01/01/2015 12:00:00 AM,Northern,M,40 to 49,"10,422",631,6.05
01/01/2015 12:00:00 AM,Northern,M,50 to 59,"12,613",733,5.81
01/01/2015 12:00:00 AM,Northern,M,60 to 69,"11,521",621,5.39
01/01/2015 12:00:00 AM,Northern,M,70 to 79,"6,502",336,5.17
01/01/2015 12:00:00 AM,Northern,M,80 +,"3,180",178,5.6
01/01/2015 12:00:00 AM,Unknown,F,0 to 9,"2,934",105,3.58
01/01/2015 12:00:00 AM,Unknown,F,10 to 19,"2,541",326,12.83
01/01/2015 12:00:00 AM,Unknown,F,20 to 29,"6,444",888,13.78
